org_id.value,Tipo de cliente,Total_Actividades_com,Total_Llamadas_com,Llamadas_Efectivas_com,Llamadas_No_Efectivas_com,WA_Seguimiento_com,Reuniones_Hechas,Reuniones_Canceladas,Tipo Primer Contacto,Rango de Contacto,New Categories,R1yR2,Total_Actividades_exp,Total_Llamadas_exp,Llamadas_Efectivas_exp,Llamadas_No_Efectivas_exp,WA_Seguimiento_exp,Kickoff_Hechas,Kickoff_Canceladas,Capacitaciones_Hechas,Capacitaciones_Canceladas,Tipo Primera Capacitación,Onboarding,(C) (EXP) Plazo y Pago,Churn Comercial
218987.0,C,5,2,2,0,1,1,1,Efectiva,Dentro del rango,0,0,3,0,0,0,0,1,1,0,1,Hecha,No Finalizado,Anual,0
219178.0,A,20,8,7,1,11,1,0,No Efectiva,Fuera del rango,0,0,3,1,1,0,0,1,0,1,0,Hecha,No Finalizado,Anual,0
219291.0,B,10,6,4,2,2,2,0,No Efectiva,Fuera del rango,0,1,9,6,1,5,3,0,0,0,0,No tuvo,No Finalizado,Anual,0
219293.0,B,4,2,2,0,1,1,0,No tuvo,Sin Llamada de primer contacto,0,0,1,0,0,0,0,1,0,0,0,No tuvo,No Finalizado,Anual,0
219298.0,B,19,13,5,8,5,1,0,Efectiva,Fuera del rango,0,0,6,2,0,2,2,1,0,1,0,Hecha,No Finalizado,Anual,0
219385.0,C,7,3,2,1,3,1,0,No Efectiva,Fuera del rango,0,0,2,0,0,0,2,0,0,0,0,No tuvo,No Finalizado,Anual,0
219392.0,B,8,4,3,1,2,2,0,Efectiva,Dentro del rango,1,1,2,2,1,1,0,0,0,0,0,No tuvo,Finalizado,Anual,0
219724.0,B,7,4,3,1,2,1,0,No Efectiva,Fuera del rango,0,0,18,12,0,12,5,1,0,0,0,No tuvo,No Finalizado,Anual,0
220113.0,B,8,3,2,1,3,2,0,No Efectiva,Fuera del rango,0,0,1,0,0,0,0,1,0,0,0,No tuvo,No Finalizado,Anual,0
220237.0,B,8,4,4,0,3,1,0,No tuvo,Sin Llamada de primer contacto,0,0,17,2,1,1,7,1,0,7,0,Hecha,No Finalizado,Mensual,0
220338.0,C,15,7,4,3,7,1,0,No Efectiva,Fuera del rango,0,0,4,2,1,1,0,0,1,0,1,Hecha,No Finalizado,Anual,0
220420.0,C,15,5,5,0,9,1,0,Efectiva,Dentro del rango,0,0,5,1,0,1,1,1,0,1,1,Hecha,No Finalizado,Anual,0
220512.0,B,22,11,8,3,10,1,0,No Efectiva,Fuera del rango,0,0,2,0,0,0,1,1,0,0,0,No tuvo,No Finalizado,Anual,0
220601.0,B,16,10,9,1,5,1,0,No Efectiva,Fuera del rango,0,0,4,2,2,0,0,1,0,1,0,Hecha,No Finalizado,Anual,0
220636.0,B,8,3,3,0,4,1,0,Efectiva,Dentro del rango,0,0,3,1,1,0,2,0,0,0,0,No tuvo,No Finalizado,Anual,0
220695.0,C,5,3,3,0,1,1,0,Efectiva,Fuera del rango,0,0,5,1,1,0,2,1,0,1,0,Hecha,No Finalizado,Anual,0
220699.0,A,4,1,1,0,2,1,0,No tuvo,Sin Llamada de primer contacto,0,0,13,7,3,4,3,1,0,2,0,Hecha,No Finalizado,Anual,0
220705.0,C,4,1,1,0,2,1,0,Efectiva,Dentro del rango,0,0,3,2,1,1,0,1,0,0,0,No tuvo,No Finalizado,Anual,0
220764.0,B,6,1,1,0,3,2,0,Efectiva,Dentro del rango,0,0,2,0,0,0,0,1,0,1,0,Hecha,No Finalizado,Anual,0
220769.0,A,9,4,4,0,4,1,0,No tuvo,Sin Llamada de primer contacto,0,0,4,3,1,2,1,0,0,0,0,No tuvo,No Finalizado,Anual,0
220885.0,C,9,7,7,0,0,2,0,Efectiva,Fuera del rango,0,0,2,0,0,0,2,0,0,0,0,No tuvo,Finalizado,Anual,0
220895.0,A,24,10,8,2,12,1,1,Efectiva,Fuera del rango,0,0,3,0,0,0,0,1,0,2,0,Hecha,No Finalizado,Anual,0
220954.0,A,12,4,4,0,7,1,0,No tuvo,Sin Llamada de primer contacto,0,0,4,2,2,0,1,1,0,0,0,No tuvo,No Finalizado,Anual,0
221012.0,C,7,4,3,1,2,1,0,No Efectiva,Dentro del rango,0,0,3,1,0,1,0,1,0,1,0,Hecha,No Finalizado,Anual,0
221053.0,B,12,5,3,2,4,2,1,Efectiva,Fuera del rango,0,1,8,1,1,0,6,0,0,1,0,Hecha,Finalizado,Mensual,0
221105.0,B,14,8,7,1,5,1,0,Efectiva,Fuera del rango,0,0,7,4,0,4,2,1,0,0,0,No tuvo,No Finalizado,Anual,0
221154.0,B,22,14,6,8,7,1,0,Efectiva,Fuera del rango,0,0,1,0,0,0,0,1,0,0,0,No tuvo,No Finalizado,Mensual,1
221167.0,B,7,4,3,1,2,1,0,Efectiva,Fuera del rango,0,0,1,0,0,0,0,1,0,0,0,No tuvo,No Finalizado,Anual,0
221307.0,A,12,5,2,3,6,1,0,Efectiva,Dentro del rango,0,0,1,0,0,0,0,1,0,0,0,No tuvo,No Finalizado,Otros,0
221368.0,B,17,11,9,2,5,1,0,Efectiva,Fuera del rango,0,0,3,0,0,0,1,1,0,0,1,Hecha,No Finalizado,Anual,0
221390.0,B,5,2,2,0,2,1,0,No tuvo,Sin Llamada de primer contacto,0,0,3,0,0,0,0,1,0,1,1,Hecha,No Finalizado,Anual,0
221486.0,B,2,1,1,0,0,1,0,Efectiva,Dentro del rango,0,0,4,1,1,0,1,1,0,0,1,Hecha,No Finalizado,Anual,0
221498.0,C,3,1,1,0,2,0,0,Efectiva,Fuera del rango,0,0,1,0,0,0,0,1,0,0,0,No tuvo,No Finalizado,Anual,0
221624.0,B,6,3,2,1,2,1,0,No Efectiva,Fuera del rango,0,0,4,1,1,0,1,1,0,0,1,Hecha,No Finalizado,Anual,0
221897.0,A,10,5,3,2,4,1,0,No Efectiva,Fuera del rango,0,0,1,0,0,0,0,1,0,0,0,No tuvo,No Finalizado,Mensual,1
221976.0,B,60,28,12,16,27,5,0,No Efectiva,Fuera del rango,0,1,7,2,1,1,4,1,0,0,0,No tuvo,Finalizado,Anual,0
222012.0,B,6,4,1,3,1,1,0,Efectiva,Fuera del rango,0,0,2,1,0,1,0,1,0,0,0,No tuvo,No Finalizado,Anual,0
222098.0,B,16,6,6,0,6,1,3,Efectiva,Fuera del rango,0,1,3,2,2,0,1,0,0,0,0,No tuvo,Finalizado,Anual,0
222469.0,B,18,11,5,6,5,0,2,Efectiva,Fuera del rango,0,1,5,2,1,1,3,0,0,0,0,No tuvo,No Finalizado,Mensual,1
222593.0,C,22,16,16,0,5,1,0,Efectiva,Fuera del rango,0,0,3,3,3,0,0,0,0,0,0,No tuvo,No Finalizado,Anual,0
222805.0,C,8,4,4,0,3,1,0,Efectiva,Fuera del rango,0,0,2,0,0,0,0,1,0,0,1,Hecha,No Finalizado,Anual,0
222847.0,B,11,5,4,1,4,2,0,Efectiva,Fuera del rango,0,1,13,2,2,0,11,0,0,0,0,No tuvo,No Finalizado,Anual,0
222853.0,A,29,12,8,4,13,1,3,Efectiva,Fuera del rango,0,0,4,2,2,0,1,0,0,0,1,Hecha,No Finalizado,Anual,0
223050.0,B,6,6,2,4,0,0,0,No Efectiva,Fuera del rango,0,0,11,3,3,0,8,0,0,0,0,No tuvo,No Finalizado,Anual,0
223110.0,B,42,21,14,7,18,3,0,Efectiva,Fuera del rango,0,1,8,0,0,0,8,0,0,0,0,No tuvo,Finalizado,Anual,0
223124.0,A,11,5,3,2,4,2,0,Efectiva,Fuera del rango,0,1,12,4,3,1,4,0,0,1,3,Hecha,No Finalizado,Mensual,1
223187.0,B,21,13,7,6,7,1,0,No Efectiva,Fuera del rango,0,0,2,1,0,1,0,1,0,0,0,No tuvo,No Finalizado,Anual,0
223301.0,B,12,3,1,2,7,2,0,No Efectiva,Fuera del rango,0,0,5,3,0,3,1,1,0,0,0,No tuvo,No Finalizado,Anual,0
223399.0,A,7,1,1,0,5,1,0,Efectiva,Fuera del rango,0,0,8,1,1,0,3,1,0,3,0,Hecha,No Finalizado,Anual,0
223431.0,B,1,0,0,0,1,0,0,No tuvo,Sin Llamada de primer contacto,0,0,3,1,0,1,1,1,0,0,0,No tuvo,No Finalizado,Anual,0
223485.0,B,12,1,1,0,10,1,0,No tuvo,Sin Llamada de primer contacto,0,0,4,0,0,0,1,0,1,1,1,Hecha,No Finalizado,Anual,0
223727.0,A,36,20,7,13,15,1,0,No Efectiva,Fuera del rango,0,0,18,10,1,9,8,0,0,0,0,No tuvo,No Finalizado,Anual,0
223868.0,A,49,27,7,20,19,2,1,Efectiva,Fuera del rango,0,0,13,3,1,2,7,0,0,3,0,Hecha,Finalizado,Mensual,0
224016.0,A,16,8,3,5,8,0,0,No Efectiva,Fuera del rango,0,0,1,0,0,0,1,0,0,0,0,No tuvo,No Finalizado,Anual,0
224055.0,B,4,0,0,0,4,0,0,No tuvo,Sin Llamada de primer contacto,0,0,3,0,0,0,1,0,1,0,1,Hecha,No Finalizado,Anual,0
224266.0,C,1,1,1,0,0,0,0,No tuvo,Sin Llamada de primer contacto,0,0,6,2,0,2,0,1,0,3,0,Hecha,No Finalizado,Anual,0
224358.0,B,36,22,13,9,13,1,0,No Efectiva,Fuera del rango,0,0,10,5,4,1,3,0,0,2,0,Hecha,Finalizado,Anual,0
224363.0,C,13,8,7,1,4,1,0,Efectiva,Fuera del rango,0,0,5,0,0,0,0,1,0,3,1,Hecha,No Finalizado,Anual,0
224492.0,B,10,5,4,1,3,2,0,No Efectiva,Fuera del rango,0,0,2,0,0,0,0,1,0,1,0,Hecha,No Finalizado,Anual,0
224521.0,A,5,3,3,0,1,1,0,Efectiva,Fuera del rango,0,0,1,0,0,0,1,0,0,0,0,No tuvo,No Finalizado,Anual,0
224522.0,C,14,1,1,0,12,1,0,No tuvo,Sin Llamada de primer contacto,0,0,5,1,0,1,1,0,0,2,1,Hecha,No Finalizado,Anual,0
224596.0,B,16,16,6,10,0,0,0,No Efectiva,Dentro del rango,0,0,3,3,2,1,0,0,0,0,0,No tuvo,No Finalizado,Anual,0
224688.0,B,1,0,0,0,1,0,0,No tuvo,Sin Llamada de primer contacto,0,0,4,1,1,0,0,1,0,2,0,Hecha,No Finalizado,Anual,0
224709.0,A,27,5,2,3,21,1,0,Efectiva,Dentro del rango,0,0,4,1,0,1,0,0,1,2,0,Hecha,No Finalizado,Mensual,1
224810.0,C,16,11,8,3,3,2,0,No Efectiva,Fuera del rango,0,0,12,6,3,3,5,1,0,0,0,No tuvo,Finalizado,Anual,0
224879.0,B,6,4,4,0,1,1,0,Efectiva,Fuera del rango,0,0,4,2,0,2,0,1,0,0,1,Hecha,No Finalizado,Anual,0
224934.0,A,27,14,4,10,11,2,0,Efectiva,Fuera del rango,0,0,2,1,1,0,0,0,0,1,0,Hecha,Finalizado,Anual,0
225102.0,B,17,13,8,5,3,1,0,Efectiva,Fuera del rango,0,0,6,2,2,0,1,0,1,1,1,Hecha,No Finalizado,Anual,0
225418.0,B,14,11,10,1,2,1,0,Efectiva,Fuera del rango,0,0,5,0,0,0,1,0,0,2,2,Hecha,No Finalizado,Anual,0
225458.0,B,7,4,3,1,2,1,0,No Efectiva,Dentro del rango,0,0,3,0,0,0,3,0,0,0,0,No tuvo,No Finalizado,Anual,0
225476.0,B,11,8,7,1,2,1,0,No Efectiva,Fuera del rango,0,0,4,3,3,0,1,0,0,0,0,No tuvo,No Finalizado,Anual,0
225619.0,B,6,3,3,0,2,1,0,Efectiva,Dentro del rango,0,0,12,4,1,3,3,0,0,2,3,Hecha,No Finalizado,Anual,0
225727.0,B,17,10,6,4,7,0,0,No Efectiva,Fuera del rango,0,0,2,0,0,0,0,1,0,1,0,Hecha,No Finalizado,Anual,0
225777.0,B,12,9,1,8,2,1,0,No Efectiva,Fuera del rango,0,0,11,6,1,5,5,0,0,0,0,No tuvo,No Finalizado,Anual,0
225837.0,B,7,5,5,0,1,1,0,Efectiva,Fuera del rango,0,0,2,0,0,0,0,0,0,2,0,Hecha,No Finalizado,Anual,0
225882.0,B,2,1,1,0,1,0,0,Efectiva,Fuera del rango,0,0,2,1,1,0,1,0,0,0,0,No tuvo,No Finalizado,Anual,0
225921.0,A,10,4,2,2,6,0,0,Efectiva,Fuera del rango,0,0,2,0,0,0,1,0,0,1,0,Hecha,No Finalizado,Anual,0
226070.0,B,5,3,1,2,1,1,0,Efectiva,Fuera del rango,0,0,1,1,0,1,0,0,0,0,0,No tuvo,No Finalizado,Anual,0
226125.0,B,2,1,1,0,1,0,0,Efectiva,Dentro del rango,0,0,3,0,0,0,2,1,0,0,0,No tuvo,No Finalizado,Anual,0
226653.0,B,5,2,2,0,2,1,0,Efectiva,Dentro del rango,0,0,2,0,0,0,0,0,0,2,0,Hecha,No Finalizado,Anual,0
226829.0,A,18,7,5,2,10,1,0,No Efectiva,Fuera del rango,0,0,2,1,1,0,0,0,0,1,0,Hecha,No Finalizado,Anual,0
227003.0,B,10,4,3,1,5,1,0,Efectiva,Dentro del rango,0,0,4,0,0,0,4,0,0,0,0,No tuvo,No Finalizado,Anual,0
227068.0,A,17,9,8,1,7,1,0,Efectiva,Fuera del rango,0,0,9,5,5,0,1,1,0,1,1,Hecha,No Finalizado,Anual,0
227111.0,B,6,1,1,0,4,1,0,Efectiva,Dentro del rango,0,0,8,3,1,2,3,0,0,2,0,Hecha,No Finalizado,Anual,0
227492.0,B,16,8,6,2,7,1,0,No Efectiva,Fuera del rango,0,0,2,1,1,0,0,0,0,1,0,Hecha,No Finalizado,Anual,0
227560.0,B,4,2,2,0,1,1,0,Efectiva,Dentro del rango,0,0,2,1,1,0,1,0,0,0,0,No tuvo,No Finalizado,Anual,0
228019.0,C,11,5,1,4,5,1,0,Efectiva,Fuera del rango,0,0,3,1,1,0,0,1,0,0,1,Hecha,No Finalizado,Mensual,1
228230.0,A,22,15,12,3,6,1,0,Efectiva,Fuera del rango,0,0,2,1,0,1,0,1,0,0,0,No tuvo,Finalizado,Anual,0
228264.0,C,10,4,4,0,5,1,0,Efectiva,Fuera del rango,0,0,1,0,0,0,0,1,0,0,0,No tuvo,No Finalizado,Anual,0
228269.0,A,13,8,7,1,4,1,0,Efectiva,Fuera del rango,0,0,16,4,4,0,5,1,0,6,0,Hecha,No Finalizado,Anual,0
228306.0,B,20,8,6,2,11,1,0,Efectiva,Fuera del rango,0,0,12,2,1,1,5,1,0,3,1,Hecha,No Finalizado,Anual,0
228351.0,B,14,11,7,4,2,1,0,No Efectiva,Fuera del rango,0,0,12,6,1,5,1,1,0,2,2,Hecha,No Finalizado,Anual,0
228428.0,B,23,13,11,2,8,2,0,Efectiva,Dentro del rango,0,0,9,7,2,5,0,0,0,0,2,Hecha,No Finalizado,Mensual,1
228768.0,B,12,7,2,5,4,1,0,Efectiva,Fuera del rango,0,0,1,0,0,0,0,1,0,0,0,No tuvo,No Finalizado,Anual,0
229200.0,B,1,1,1,0,0,0,0,No tuvo,Sin Llamada de primer contacto,0,0,3,2,2,0,0,0,0,0,1,Hecha,No Finalizado,Mensual,1
229260.0,B,8,4,3,1,3,1,0,Efectiva,Dentro del rango,0,0,8,5,4,1,2,0,0,1,0,Hecha,No Finalizado,Anual,0
229633.0,C,6,2,1,1,4,0,0,Efectiva,Fuera del rango,0,0,10,3,3,0,6,0,0,1,0,Hecha,No Finalizado,Mensual,0
229727.0,B,4,3,3,0,0,1,0,Efectiva,Fuera del rango,0,0,1,1,1,0,0,0,0,0,0,No tuvo,No Finalizado,Mensual,1
229820.0,B,11,8,7,1,2,1,0,Efectiva,Fuera del rango,0,0,1,1,1,0,0,0,0,0,0,No tuvo,No Finalizado,Anual,0
229964.0,A,43,17,14,3,25,1,0,Efectiva,Dentro del rango,0,0,5,3,3,0,2,0,0,0,0,No tuvo,No Finalizado,Anual,0
229969.0,C,9,5,5,0,3,1,0,Efectiva,Fuera del rango,0,0,5,3,1,2,2,0,0,0,0,No tuvo,Finalizado,Anual,0
230099.0,A,10,8,3,5,1,1,0,Sin Avance,Fuera del rango,0,0,3,1,1,0,0,1,0,1,0,Hecha,Finalizado,Anual,0
230134.0,B,8,2,1,1,5,1,0,Efectiva,Fuera del rango,0,0,5,0,0,0,1,1,0,2,1,Hecha,No Finalizado,Anual,0
230275.0,B,9,3,2,1,5,1,0,No Efectiva,Fuera del rango,0,0,7,5,2,3,1,1,0,0,0,No tuvo,No Finalizado,Anual,0
230298.0,B,9,2,0,2,5,2,0,No Efectiva,Dentro del rango,1,1,21,5,2,3,14,0,0,2,0,Hecha,Finalizado,Anual,0
230520.0,B,10,6,4,2,3,1,0,Efectiva,Fuera del rango,0,0,5,0,0,0,4,0,0,1,0,Hecha,No Finalizado,Anual,0
230523.0,A,13,3,3,0,9,1,0,Efectiva,Fuera del rango,0,0,8,6,2,4,2,0,0,0,0,No tuvo,No Finalizado,Mensual,1
230547.0,C,4,3,2,1,0,1,0,Efectiva,Fuera del rango,0,0,8,7,2,5,1,0,0,0,0,No tuvo,No Finalizado,Mensual,1
230579.0,B,8,5,4,1,2,1,0,Efectiva,Fuera del rango,0,0,11,1,1,0,9,0,0,1,0,Hecha,No Finalizado,Mensual,0
230605.0,A,7,3,2,1,4,0,0,No Efectiva,Fuera del rango,0,0,1,1,1,0,0,0,0,0,0,No tuvo,No Finalizado,Anual,0
230839.0,C,5,2,1,1,2,1,0,Efectiva,Fuera del rango,0,0,7,4,2,2,0,1,0,1,1,Hecha,No Finalizado,Mensual,1
231137.0,B,6,3,2,1,1,2,0,Efectiva,Fuera del rango,0,0,7,2,1,1,5,0,0,0,0,No tuvo,No Finalizado,Anual,0
231203.0,A,13,6,2,4,6,1,0,Efectiva,Fuera del rango,0,0,4,1,1,0,0,0,0,3,0,Hecha,No Finalizado,Anual,0
231254.0,B,5,2,2,0,2,1,0,Efectiva,Dentro del rango,0,0,3,1,1,0,0,0,0,2,0,Hecha,No Finalizado,Anual,0
231328.0,B,12,4,3,1,6,1,1,Efectiva,Fuera del rango,0,0,37,20,7,13,17,0,0,0,0,No tuvo,No Finalizado,Anual,0
231344.0,B,5,3,2,1,1,1,0,Efectiva,Fuera del rango,0,0,2,2,1,1,0,0,0,0,0,No tuvo,No Finalizado,Anual,0
231468.0,B,23,7,3,4,15,1,0,Efectiva,Fuera del rango,0,0,12,6,2,4,6,0,0,0,0,No tuvo,No Finalizado,Mensual,0
231670.0,B,1,1,1,0,0,0,0,No tuvo,Sin Llamada de primer contacto,0,0,3,1,1,0,1,0,0,0,1,Hecha,No Finalizado,Anual,0
231700.0,B,9,3,2,1,6,0,0,No Efectiva,Fuera del rango,0,0,1,0,0,0,0,0,0,1,0,Hecha,Finalizado,Anual,0
232058.0,B,6,3,1,2,3,0,0,No tuvo,Sin Llamada de primer contacto,0,0,6,1,1,0,5,0,0,0,0,No tuvo,No Finalizado,Mensual,0
232126.0,B,24,11,5,6,12,1,0,Efectiva,Dentro del rango,0,0,6,1,0,1,4,0,0,1,0,Hecha,Finalizado,Mensual,1
232135.0,C,2,1,1,0,1,0,0,No tuvo,Sin Llamada de primer contacto,0,0,7,6,1,5,1,0,0,0,0,No tuvo,No Finalizado,Mensual,1
232300.0,B,5,0,0,0,4,1,0,No tuvo,Sin Llamada de primer contacto,0,0,18,7,3,4,8,0,0,3,0,Hecha,Finalizado,Anual,0
232621.0,B,14,5,3,2,7,2,0,No Efectiva,Fuera del rango,0,1,1,1,1,0,0,0,0,0,0,No tuvo,No Finalizado,Anual,0
232904.0,B,8,4,3,1,2,2,0,Efectiva,Dentro del rango,0,1,3,1,0,1,1,0,0,1,0,Hecha,Finalizado,Anual,0
232931.0,A,12,6,6,0,6,0,0,Efectiva,Fuera del rango,0,0,2,0,0,0,0,0,0,2,0,Hecha,Finalizado,Anual,0
233051.0,B,4,2,2,0,1,1,0,Efectiva,Dentro del rango,0,0,3,0,0,0,0,1,0,1,1,Hecha,No Finalizado,Anual,0
233230.0,B,2,0,0,0,2,0,0,No tuvo,Sin Llamada de primer contacto,0,0,6,4,1,3,2,0,0,0,0,No tuvo,Finalizado,Anual,0
233231.0,B,1,1,1,0,0,0,0,No tuvo,Sin Llamada de primer contacto,1,0,2,2,2,0,0,0,0,0,0,No tuvo,Finalizado,Anual,0
233267.0,B,5,1,1,0,2,2,0,Efectiva,Fuera del rango,1,1,2,1,1,0,1,0,0,0,0,No tuvo,Finalizado,Anual,0
233341.0,B,7,2,1,1,3,2,0,Efectiva,Dentro del rango,1,1,7,3,1,2,2,0,0,1,1,Hecha,No Finalizado,Mensual,1
233381.0,B,8,1,0,1,5,2,0,No Efectiva,Dentro del rango,1,1,2,0,0,0,0,0,0,1,1,Hecha,Finalizado,Anual,0
233383.0,B,3,1,1,0,1,1,0,Efectiva,Dentro del rango,1,0,4,1,1,0,1,1,0,1,0,Hecha,Finalizado,Anual,0
233548.0,B,11,3,3,0,6,2,0,Efectiva,Dentro del rango,1,1,1,1,1,0,0,0,0,0,0,No tuvo,Finalizado,Anual,0
233551.0,B,1,1,1,0,0,0,0,No tuvo,Sin Llamada de primer contacto,0,0,5,1,1,0,4,0,0,0,0,No tuvo,Finalizado,Anual,0
234417.0,B,6,3,3,0,2,1,0,No tuvo,Sin Llamada de primer contacto,1,0,2,0,0,0,0,1,0,0,1,Hecha,Finalizado,Anual,0
234441.0,B,7,3,3,0,3,1,0,No tuvo,Sin Llamada de primer contacto,1,0,11,3,1,2,6,1,0,1,0,Hecha,Finalizado,Mensual,0
234459.0,A,2,0,0,0,1,1,0,No tuvo,Sin Llamada de primer contacto,1,0,4,1,1,0,1,0,0,2,0,Hecha,Finalizado,Mensual,0
234881.0,A,17,3,2,1,13,1,0,No tuvo,Sin Llamada de primer contacto,1,0,16,6,4,2,7,0,0,1,2,Hecha,Finalizado,Mensual,0
234896.0,A,2,1,0,1,0,1,0,No Efectiva,Fuera del rango,1,0,5,0,0,0,5,0,0,0,0,No tuvo,Finalizado,Anual,0
234934.0,B,15,7,5,2,5,3,0,Efectiva,Dentro del rango,1,1,8,3,2,1,4,1,0,0,0,No tuvo,No Finalizado,Mensual,1
235241.0,B,9,3,2,1,4,2,0,Efectiva,Dentro del rango,1,1,9,6,3,3,0,0,0,3,0,Hecha,Finalizado,Anual,0
235266.0,B,2,0,0,0,2,0,0,No tuvo,Sin Llamada de primer contacto,0,0,5,4,1,3,1,0,0,0,0,No tuvo,No Finalizado,Mensual,1
235389.0,A,9,3,3,0,4,2,0,No tuvo,Sin Llamada de primer contacto,1,1,11,6,3,3,5,0,0,0,0,No tuvo,Finalizado,Mensual,0
235475.0,A,11,3,0,3,8,0,0,No tuvo,Sin Llamada de primer contacto,0,0,12,4,3,1,8,0,0,0,0,No tuvo,Finalizado,Mensual,0
235593.0,B,6,2,1,1,2,2,0,Efectiva,Dentro del rango,1,1,58,24,7,17,18,0,1,7,8,Hecha,Finalizado,Mensual,0
235610.0,B,6,2,1,1,2,2,0,No Efectiva,Dentro del rango,1,1,2,2,0,2,0,0,0,0,0,No tuvo,Finalizado,Anual,0
235771.0,B,10,3,2,1,5,2,0,No Efectiva,Dentro del rango,1,1,29,10,4,6,14,0,0,4,1,Hecha,Finalizado,Mensual,0
235799.0,A,13,9,9,0,2,2,0,Efectiva,Fuera del rango,1,1,1,0,0,0,0,0,0,1,0,Hecha,Finalizado,Anual,0
236046.0,A,5,2,2,0,1,2,0,Efectiva,Dentro del rango,1,1,4,2,2,0,0,0,0,2,0,Hecha,No Finalizado,Anual,0
236136.0,B,1,1,1,0,0,0,0,No tuvo,Sin Llamada de primer contacto,1,0,4,3,0,3,1,0,0,0,0,No tuvo,Finalizado,Mensual,1
236336.0,B,6,2,1,1,4,0,0,No tuvo,Sin Llamada de primer contacto,1,0,2,1,1,0,0,0,0,1,0,Hecha,Finalizado,Anual,0
236340.0,B,9,5,4,1,2,2,0,Efectiva,Dentro del rango,1,1,1,0,0,0,0,1,0,0,0,No tuvo,Finalizado,Anual,0
236345.0,A,10,4,3,1,4,2,0,No Efectiva,Dentro del rango,1,1,4,1,1,0,2,0,0,1,0,Hecha,Finalizado,Anual,0
236795.0,A,5,2,2,0,1,2,0,Efectiva,Dentro del rango,1,1,8,5,3,2,3,0,0,0,0,No tuvo,No Finalizado,Anual,0
236932.0,B,11,5,3,2,4,2,0,No Efectiva,Fuera del rango,1,1,25,7,4,3,16,0,0,2,0,Hecha,Finalizado,Mensual,0
237249.0,B,3,1,0,1,2,0,0,No tuvo,Sin Llamada de primer contacto,1,0,11,3,1,2,8,0,0,0,0,No tuvo,Finalizado,Mensual,0
237354.0,B,8,1,1,0,7,0,0,No tuvo,Sin Llamada de primer contacto,1,0,1,0,0,0,0,0,0,0,1,Hecha,Finalizado,Anual,0
237370.0,B,10,4,2,2,4,2,0,Efectiva,Fuera del rango,1,1,14,8,0,8,5,0,0,1,0,Hecha,No Finalizado,Mensual,0
237502.0,B,6,4,4,0,0,2,0,Efectiva,Dentro del rango,1,1,4,1,1,0,3,0,0,0,0,No tuvo,Finalizado,Mensual,1
237803.0,A,8,3,2,1,3,2,0,Efectiva,Dentro del rango,1,1,8,3,2,1,5,0,0,0,0,No tuvo,Finalizado,Mensual,1
238381.0,B,4,1,1,0,1,2,0,Efectiva,Dentro del rango,1,1,3,1,1,0,1,0,0,1,0,Hecha,Finalizado,Anual,0
238423.0,A,2,1,1,0,1,0,0,No tuvo,Sin Llamada de primer contacto,1,0,22,9,3,6,11,0,0,2,0,Hecha,Finalizado,Mensual,0
238775.0,B,10,3,1,2,5,2,0,No tuvo,Sin Llamada de primer contacto,1,1,10,1,0,1,9,0,0,0,0,No tuvo,Finalizado,Mensual,0
239529.0,A,17,7,4,3,8,2,0,No Efectiva,Dentro del rango,1,1,15,6,2,4,9,0,0,0,0,No tuvo,Finalizado,Anual,0
239852.0,B,9,7,6,1,0,2,0,Sin Avance,Dentro del rango,1,1,18,3,2,1,15,0,0,0,0,No tuvo,Finalizado,Mensual,0
239861.0,A,4,1,1,0,2,1,0,No tuvo,Sin Llamada de primer contacto,1,0,16,2,2,0,9,0,0,5,0,Hecha,Finalizado,Anual,0
240051.0,B,6,1,1,0,3,2,0,Efectiva,Dentro del rango,1,1,12,4,3,1,8,0,0,0,0,No tuvo,Finalizado,Anual,0
240057.0,B,6,3,3,0,1,2,0,Efectiva,Fuera del rango,1,1,10,4,2,2,6,0,0,0,0,No tuvo,Finalizado,Mensual,0
240136.0,A,4,2,0,2,2,0,0,No tuvo,Sin Llamada de primer contacto,1,0,21,8,1,7,12,1,0,0,0,No tuvo,Finalizado,Mensual,0
240353.0,B,2,0,0,0,2,0,0,No tuvo,Sin Llamada de primer contacto,1,0,25,10,5,5,15,0,0,0,0,No tuvo,Finalizado,Mensual,0
240463.0,B,6,1,1,0,3,2,0,Efectiva,Dentro del rango,1,1,3,0,0,0,3,0,0,0,0,No tuvo,Finalizado,Anual,0
240510.0,A,6,2,2,0,3,1,0,No tuvo,Sin Llamada de primer contacto,1,0,4,0,0,0,3,0,0,1,0,Hecha,Finalizado,Mensual,0
240557.0,B,7,0,0,0,5,2,0,No tuvo,Sin Llamada de primer contacto,1,1,9,0,0,0,8,0,0,1,0,Hecha,Finalizado,Anual,0
240704.0,B,2,2,2,0,0,0,0,No tuvo,Sin Llamada de primer contacto,1,0,2,0,0,0,1,0,0,1,0,Hecha,Finalizado,Anual,0
240898.0,B,11,5,3,2,4,2,0,No Efectiva,Fuera del rango,1,1,16,8,0,8,6,0,0,2,0,Hecha,Finalizado,Anual,0
240933.0,B,7,1,1,0,6,0,0,Efectiva,Dentro del rango,1,0,18,5,4,1,11,0,0,2,0,Hecha,Finalizado,Mensual,0
241224.0,A,10,4,4,0,6,0,0,No tuvo,Sin Llamada de primer contacto,1,0,12,4,1,3,7,0,0,0,1,Hecha,Finalizado,Mensual,0
